user_id,first_name,last_name,email,phone_number,date_of_birth,gender,country,city,preferred_currency,kyc_status,user_tier,is_active,registration_date,created_at,updated_at
012407b5-1627-4c3a-83b5-d658b529445b,Farah,Mirza,farahmirza@yahoo.ae,645.829.9124x190,1973-09-18,F,SA,Jubail,SAR,verified,basic,False,2024-11-27 05:56:20,2024-11-27 05:56:20,2025-01-25 06:36:57
5230b8a5-cbf2-4cd4-9c0e-6811e5129991,Hassan,Khan,hassan.khan@outlook.com,+201089470029,1967-05-27,M,EG,Suez,EGP,verified,platinum,True,2025-04-21 13:38:02,2025-04-21 13:38:02,2025-10-06 22:21:53
5b121adb-8cc2-4548-9b69-74947829c420,Hussein,Al-Shamsi,,+971533566765,1991-11-04,M,AE,Ajman,AED,verified,silver,True,2024-04-03 21:28:39,2024-04-03 21:28:39,2025-06-20 12:14:41
6e526ed2-6df6-4d68-9701-0b5aa535ad6b,Bilal,Sheikh,bilal.sheikh@hotmail.ae,+966507358385,1993-06-19,M,SA,Jubail,SAR,verified,silver,True,2024-12-12 10:19:42,2024-12-12 10:19:42,2026-02-16 15:33:46
16b509de-633b-4ab7-8fa9-db166f0f6dda,Pallavi,Mehta,pallavimehta@mobily.com.sa,+966518987516,1982-09-23,F,SA,Yanbu,SAR,verified,basic,True,2025-07-24 01:33:33,2025-07-24 01:33:33,2025-12-07 16:40:15
4f51651d-b976-41f3-9a87-4dd89d74a6f7,Bushra,Mirza,bushra11@outlook.sa,+966515545223,1973-06-05,F,SA,Tabuk,SAR,verified,silver,True,2023-08-25 05:28:28,2023-08-25 05:28:28,2024-11-27 10:20:35
8e7ac6a4-b51a-41d1-81cd-9792868cb9f4,Rajesh,Sinha,rajeshsinha@mobily.com.sa,+971534010529,1990-03-11,M,AE,Umm Al Quwain,AED,verified,basic,True,2025-04-03 17:20:56,2025-04-03 17:20:56,2025-08-14 00:57:30
7da30654-717d-42a9-9f53-1923c3312283,Khaled,Elbanna,khaledelbanna@etisalat.ae,+201234744872,1968-04-12,M,EG,Luxor,EGP,verified,basic,True,2024-04-10 14:49:09,2024-04-10 14:49:09,2025-06-18 02:03:16
83807d9b-93b8-4cb5-a3d9-e539fb0d8b3e,Karim,Al-Hashimi,karim.alhashimi@etisalat.ae,+201265857931,1976-07-16,M,EG,Alexandria,EGP,verified,gold,True,2023-11-21 01:06:09,2023-11-21 01:06:09,2024-08-17 01:20:28
3d2c73ee-47dc-4de8-88bd-afcaecb07b7b,Farah,Al-Sabah,farah972@hotmail.com,+201084087145,1997-04-11,F,EG,6th of October City,EGP,verified,basic,True,2023-09-16 08:45:37,2023-09-16 08:45:37,2024-08-30 14:15:50
2d862193-9c9b-4b5b-b334-a5c590545ea9,Ana,Garcia,ana217@outlook.com,+97432198058,1994-04-11,F,QA,West Bay,QAR,verified,basic,True,2024-05-17 23:39:48,2024-05-17 23:39:48,2025-07-11 09:38:57
a61a7367-37ca-4a75-a41f-f373333530f5,Aisha,Hassan,aisha604@outlook.sa,+201076276072,2004-07-21,F,EG,Aswan,EGP,pending,basic,True,2025-06-05 05:57:50,2025-06-05 05:57:50,2025-11-23 23:50:26
16c3e650-41ee-477c-a58f-e02d55faa463,Aisha,Al-Thani,aishaalthani@yahoo.ae,+201147333543,1981-08-15,F,EG,Zagazig,EGP,verified,basic,True,2023-08-05 20:41:48,2023-08-05 20:41:48,2024-08-31 22:48:28
912598be-2b1b-499d-ae28-4d276aa6d502,Faisal,Al-Nuaimi,,+966582944841,2007-09-26,M,SA,Al Hofuf,SAR,verified,basic,True,2025-01-30 15:44:29,2025-01-30 15:44:29,2026-02-11 03:25:27
02448ff1-9dc7-49ae-9f94-258ea897e09d,Dina,Elmasry,dinaelmasry@etisalat.ae,+201126297533,1994-11-06,F,EG,Zagazig,EGP,verified,silver,True,2024-06-17 10:58:38,2024-06-17 10:58:38,2025-12-17 08:48:11
c53385c4-4120-44f6-8f99-534e71189224,Dennis,Rivera,dennisrivera@stc.com.sa,+971569094999,1980-07-14,M,AE,Sharjah,AED,pending,basic,True,2024-06-03 10:35:28,2024-06-03 10:35:28,2026-03-15 22:16:25
505f167a-5eab-4984-a32a-cadc3a0d9f52,Turki,Al-Ketbi,,+201088777447,1992-05-27,M,EG,Ismailia,EGP,verified,basic,True,2024-07-28 08:03:46,2024-07-28 08:03:46,2026-01-27 02:27:47
62197a98-8b22-4357-8719-81a301a28f4f,Hamza,Siddiqui,hamza765@mobily.com.sa,(289)451-7187,2004-10-10,M,QA,Mesaieed,QAR,pending,basic,True,2024-12-17 22:42:01,2024-12-17 22:42:01,2025-04-16 20:12:07
55dd8993-921b-4590-969c-0ef93cdc96d6,Maricel,Dela Cruz,maricel387@stc.com.sa,+966538876745,1966-12-01,F,SA,Al Hofuf,SAR,verified,silver,True,2025-01-24 05:13:07,2025-01-24 05:13:07,2025-04-12 06:48:33
d9f768de-2d88-4a85-8dd4-ca80a2153198,Rawia,Elsharawy,rawia.elsharawy@gmail.com,+971566024207,2006-09-15,F,AE,Umm Al Quwain,AED,verified,basic,True,2025-11-08 18:04:00,2025-11-08 18:04:00,2025-12-25 12:24:53
8b3177a3-cb6d-4758-91ad-cf7b20dbc13e,Saad,Baig,saad83@yahoo.ae,+97475261032,1980-10-11,M,QA,Doha,QAR,verified,basic,True,2025-02-28 17:39:47,2025-02-28 17:39:47,2025-05-17 02:30:00
49198777-87ae-4913-9a78-503179dcc136,Majed,Mahmoud,majedmahmoud@yahoo.com,+201161632653,1975-11-17,M,EG,Luxor,EGP,verified,basic,True,2024-06-08 15:40:51,2024-06-08 15:40:51,2025-09-23 04:11:33
58e00ca5-c901-4271-b0e7-32236dec01c4,Hassan,Al-Suwaidi,hassan247@mobily.com.sa,+966524674286,1996-12-04,M,SA,Riyadh,SAR,pending,basic,True,2023-10-13 08:51:50,2023-10-13 08:51:50,2025-05-03 17:01:16
4027dae4-9363-4ccf-8d2a-04bbe7a9543b,Fahad,Al-Shamsi,fahad257@yahoo.ae,+966539418719,1968-08-17,M,SA,Jubail,SAR,verified,platinum,True,2025-07-02 14:27:19,2025-07-02 14:27:19,2025-12-26 05:22:05
8de72bba-97f8-44b9-919f-e8652f75e614,Shruti,Khanna,shruti764@gmail.com,+97452817745,1980-12-06,F,QA,Mesaieed,QAR,verified,silver,True,2023-05-18 20:57:30,2023-05-18 20:57:30,2025-06-22 03:20:07
fa015c13-f57a-49b7-9f2d-1f95b71710b0,Bilal,Mohamed,bilal.mohamed@etisalat.ae,+971504939290,1990-05-23,M,AE,Sharjah,AED,verified,silver,True,2024-02-22 13:59:26,2024-02-22 13:59:26,2025-02-01 23:43:19
ad1c605b-3cfb-4cfa-b295-00edf39108f6,Noura,Al-Anazi,noura892@outlook.sa,+201041690501,1976-10-16,F,EG,6th of October City,EGP,rejected,silver,True,2024-08-21 03:42:44,2024-08-21 03:42:44,2024-11-26 23:06:12
3c1bd760-5ef6-4b00-83f4-857af7b432f5,Vikram,Shah,vikram391@outlook.sa,+971552151087,2005-03-15,M,AE,Ras Al Khaimah,AED,pending,basic,True,2023-09-08 19:56:27,2023-09-08 19:56:27,2023-10-18 21:05:40
87a20011-03f0-44eb-b883-7ea186d14417,Joy,Mendoza,,+971507010308,1995-02-22,F,AE,Ras Al Khaimah,AED,verified,silver,False,2024-10-04 11:22:51,2024-10-04 11:22:51,2026-01-08 14:07:03
699e4ce1-6c99-468f-a798-33a16490a95e,John Paul,Dela Cruz,johnpaul.delacruz@outlook.sa,+966578583392,1970-04-24,M,SA,Jubail,SAR,verified,platinum,True,2025-10-22 00:33:41,2025-10-22 00:33:41,2025-11-03 18:39:46
f392b023-f47e-4630-85a1-50b0b7c8fb95,Mark,Williams,mark.williams@mobily.com.sa,+201126937148,1988-07-11,M,EG,Mansoura,EGP,verified,silver,True,2024-11-30 11:19:42,2024-11-30 11:19:42,2025-02-12 07:51:24
5db83185-bd04-4feb-b2b4-d93f74acfd7c,Suresh,Gupta,suresh.gupta@hotmail.com,+971506243275,1998-06-08,M,AE,Dubai,AED,verified,basic,True,2025-09-18 02:35:33,2025-09-18 02:35:33,2026-01-05 04:13:36
56f0c5d9-5091-4aa3-b627-709b9ca4dace,Saleh,Al-Maktoum,saleh227@etisalat.ae,+966583050700,1985-03-25,M,SA,Hail,SAR,pending,basic,True,2025-08-02 04:40:11,2025-08-02 04:40:11,2025-09-15 19:28:42
2c293cf4-e1a0-4a4b-92bb-e2f1daf8db59,Yasmin,Al-Saud,yasmin.alsaud@yahoo.com,+971548199311,2003-04-22,F,AE,Al Ain,AED,verified,silver,True,2023-10-28 11:03:36,2023-10-28 11:03:36,2023-12-15 02:02:22
1d425b50-61e2-4f40-929d-8e53b0d652dd,Sanjay,Desai,sanjaydesai@etisalat.ae,+971534609330,1990-05-16,M,AE,Sharjah,AED,verified,basic,True,2024-05-17 18:19:08,2024-05-17 18:19:08,2025-10-13 21:45:01
de799796-08ff-4e3d-8560-eb7215964fad,Hessa,Mostafa,hessa576@mobily.com.sa,+201066910299,1987-02-12,F,EG,Alexandria,EGP,rejected,silver,True,2024-02-27 15:06:46,2024-02-27 15:06:46,2025-06-07 03:20:23
71a3a11c-2892-4400-9cc1-cabd66c5dcb7,Saeed,Abdelrahman,saeed377@hotmail.ae,+966591128967,1963-02-05,M,SA,Buraidah,SAR,verified,basic,True,2024-11-27 21:28:33,2024-11-27 21:28:33,2025-11-01 17:11:54
052bbdc5-b7ae-4c9b-9fae-b1f83f152e8e,Salma,Al-Nuaimi,salma.alnuaimi@yahoo.com,+96596252285,1989-12-08,F,KW,Fintas,KWD,verified,basic,True,2023-08-05 23:18:35,2023-08-05 23:18:35,2024-01-17 10:10:24
bf6b5019-98b8-4791-ac92-025e5538edb3,Tarek,Elmasry,tarek84@gmail.com,+971537718433,1967-03-20,M,AE,Ajman,AED,verified,basic,True,2024-03-23 02:19:51,2024-03-23 02:19:51,2024-07-14 20:14:56
f574eabf-d8e0-4a0c-8de0-e1618c967370,Dana,Mohamed,dana.mohamed@mobily.com.sa,,1973-08-23,F,EG,Ismailia,EGP,pending,silver,True,2024-04-22 16:46:36,2024-04-22 16:46:36,2024-09-04 11:01:58
51410289-4f85-4537-80a3-5a6afabca230,Majed,Elgohary,majed236@stc.com.sa,+201290852623,2000-06-18,M,EG,Hurghada,EGP,pending,gold,True,2024-05-21 18:09:58,2024-05-21 18:09:58,2024-07-04 09:17:25
55f96305-ea3e-49c6-ad14-d5630bf8b5c8,Munira,Ibrahim,munira472@hotmail.com,+966519511700,2004-07-29,F,SA,Yanbu,SAR,verified,basic,True,2025-08-26 02:29:44,2025-08-26 02:29:44,2025-11-07 05:00:52
8ec2e62d-54b1-4b80-87fb-dfefdde609a2,Hana,Al-Maktoum,hana199@stc.com.sa,+201153154591,1979-06-21,F,EG,Port Said,EGP,verified,basic,True,2024-10-21 06:31:08,2024-10-21 06:31:08,2025-08-18 04:29:13
b2812965-68b9-4036-b8fa-b002b36abf51,Aditya,Mehta,aditya460@mobily.com.sa,+971521878547,1965-12-25,M,AE,Abu Dhabi,AED,verified,silver,True,2025-10-01 10:20:04,2025-10-01 10:20:04,2025-11-30 13:05:26
e9b00e5d-3abe-4590-b70f-35e86dea07bf,Dana,Al-Mutairi,danaalmutairi@gmail.com,+966517319630,1975-08-20,F,SA,Jeddah,SAR,verified,silver,True,2024-01-14 08:03:49,2024-01-14 08:03:49,2024-08-15 00:52:18
44095ab0-0e15-4191-b050-6c2e4538e3b5,Mariam,Al-Dossari,mariam87@hotmail.ae,001-988-205-9296x22292,1985-01-03,F,EG,Suez,EGP,verified,gold,True,2024-12-19 07:30:32,2024-12-19 07:30:32,2025-06-21 19:23:33
bce4aa7b-3a2c-4c5a-85c8-ae3a94a123db,Christopher,Williams,christopher396@stc.com.sa,+971568531761,1973-10-22,M,AE,Sharjah,AED,pending,basic,True,2023-11-28 19:33:22,2023-11-28 19:33:22,2024-06-30 19:25:38
3902f9d4-4073-4f40-802a-70bc1bb0d71c,Rahul,Joshi,rahul.joshi@hotmail.ae,+966581875431,1962-01-12,M,SA,Riyadh,SAR,verified,basic,True,2024-09-15 03:03:57,2024-09-15 03:03:57,2025-08-03 09:18:17
512eee78-70c1-49d4-954d-b96ca45db83c,Aya,Elsharawy,aya790@yahoo.com,+96597274032,2002-02-03,F,KW,Salmiya,KWD,verified,basic,True,2025-02-15 22:39:53,2025-02-15 22:39:53,2025-02-20 00:33:14
b1a82e77-a6ff-41f8-9764-0ab4a3bdc5d7,Bilal,Akhtar,bilalakhtar@outlook.com,+966571318832,2003-09-13,M,SA,Hail,SAR,pending,basic,True,2025-01-02 05:49:13,2025-01-02 05:49:13,2025-12-23 07:02:08
2b4e940d-2581-4cfb-87ee-5345c40dab97,Lama,Al-Zahrani,lama.alzahrani@yahoo.ae,+966522859886,1984-10-03,F,SA,Jubail,SAR,verified,basic,True,2025-06-12 06:30:30,2025-06-12 06:30:30,2025-07-08 13:19:31
9a7353b5-6e31-4e4d-9681-f9b931f748f7,Layla,Naguib,layla.naguib@stc.com.sa,406.254.0515x3195,1997-05-17,F,AE,Fujairah,AED,verified,basic,True,2024-09-19 08:15:00,2024-09-19 08:15:00,2025-06-09 07:13:41
3a67e05d-6a80-4ccf-a1d3-70b7a8f17868,Ananya,Singh,ananya.singh@hotmail.ae,+97474058117,1987-04-26,F,QA,Doha,QAR,pending,basic,True,2025-05-30 16:28:57,2025-05-30 16:28:57,2025-12-27 13:53:43
c444f0e5-1932-47a6-acc4-5cf19bfeb7b1,Lama,Abdelfattah,lama.abdelfattah@gmail.com,+201273538641,1995-07-22,F,EG,Cairo,EGP,verified,basic,True,2024-10-12 17:16:32,2024-10-12 17:16:32,2025-05-07 21:18:34
f0d962ee-1c4a-4536-8fec-3ffabf459341,Abdullah,Al-Nuaimi,abdullah999@yahoo.com,+201221087928,1990-06-05,M,EG,Sharm El Sheikh,EGP,verified,basic,True,2026-02-25 13:53:08,2026-02-25 13:53:08,2026-03-06 02:40:35
6fa65765-a556-4c56-99da-d89e3cc1e5c9,Lauren,Wilson,lauren753@yahoo.com,+971526914963,1985-02-23,F,AE,Sharjah,AED,pending,silver,False,2025-12-18 07:00:18,2025-12-18 07:00:18,2026-01-22 10:52:37
00175308-8019-4590-99d4-5eb29a9ceac9,Usman,Nadeem,,(271)492-8565x431,1995-06-14,M,SA,Hail,SAR,verified,silver,True,2025-05-05 07:17:49,2025-05-05 07:17:49,2025-10-02 14:16:50
53de9c7d-d313-447c-b1c0-72812ecd1481,Nasser,Naguib,nassernaguib@hotmail.ae,+201285386435,2006-08-16,M,EG,Sharm El Sheikh,EGP,verified,silver,True,2023-08-05 10:39:56,2023-08-05 10:39:56,2024-12-13 21:45:40
1b7bb8fc-dfb3-4e25-89c2-0dee3b85a15a,Lina,Elgohary,lina.elgohary@hotmail.ae,+201299635939,1997-12-02,F,EG,Hurghada,EGP,verified,basic,True,2024-10-02 16:47:14,2024-10-02 16:47:14,2025-12-21 04:48:40
d4279134-6423-4a43-87d9-946ec6b6b39c,Mariam,Hassan,mariamhassan@yahoo.ae,+201259514418,2003-10-04,F,EG,Giza,EGP,verified,silver,True,2025-07-25 11:40:18,2025-07-25 11:40:18,2026-03-10 18:14:03
3aa4092c-582d-431a-823a-f25f077e56dc,Adnan,Sheikh,adnan141@yahoo.com,682-342-2535,1973-07-30,M,KW,Kuwait City,KWD,verified,basic,True,2024-04-14 08:49:58,2024-04-14 08:49:58,2025-08-20 15:09:17
851a268c-7b4c-47a1-9aba-1709807a218b,Amna,Raza,amna939@outlook.sa,+966515604524,1965-09-29,F,SA,Najran,SAR,rejected,silver,False,2023-05-05 03:25:48,2023-05-05 03:25:48,2023-07-14 18:22:07
073e4e6b-f3c1-42d8-84df-ff07e32fd843,Elizabeth,Taylor,elizabethtaylor@hotmail.com,+97451508113,1974-02-07,F,QA,Doha,QAR,verified,basic,True,2025-03-12 13:14:54,2025-03-12 13:14:54,2025-07-22 16:04:22
a6c356af-d554-4781-b754-acae5aeea7fa,Mark,Cruz,mark421@etisalat.ae,+97436794356,1979-12-20,M,QA,The Pearl,QAR,verified,silver,True,2023-06-08 16:17:30,2023-06-08 16:17:30,2025-01-25 10:26:07
87553a8a-7e9b-4a4c-b96e-bcc15c19c8f5,Omar,Ali,omar.ali@outlook.sa,+966538015136,1986-12-24,M,SA,Buraidah,SAR,verified,platinum,True,2023-08-08 22:51:47,2023-08-08 22:51:47,2025-10-02 03:11:54
acd9411b-53c0-4ddb-aaf8-e404c621ab0b,Amr,Al-Shamsi,amr.alshamsi@hotmail.com,+966595038756,1985-02-09,M,SA,Riyadh,SAR,verified,gold,True,2024-05-05 21:51:14,2024-05-05 21:51:14,2025-12-20 05:10:33
0c0bd0e6-e1db-43b7-bbbd-66ff85038e96,Waleed,Al-Suwaidi,waleed559@etisalat.ae,+201164123845,2006-07-09,M,EG,Giza,EGP,verified,basic,True,2025-11-14 05:43:11,2025-11-14 05:43:11,2026-03-12 21:23:13
8a982f08-fd3f-452b-b88b-3111efb1b334,Ananya,Sinha,ananyasinha@hotmail.ae,+966583158613,2001-06-22,F,SA,Madinah,SAR,verified,basic,True,2023-11-08 10:30:00,2023-11-08 10:30:00,2026-01-17 05:56:48
8774d0b3-9da0-4644-aec1-5fa3879d9a21,Haifa,Abdelfattah,haifaabdelfattah@hotmail.com,+1-749-758-8879x470,1967-09-05,F,EG,Hurghada,EGP,verified,basic,True,2026-01-31 18:54:46,2026-01-31 18:54:46,2026-03-13 05:31:19
e4a64eda-8201-47d1-a9e6-4250f1a982dd,Mona,Al-Shamsi,monaalshamsi@gmail.com,+96598962302,1961-07-04,F,KW,Mangaf,KWD,verified,basic,True,2024-01-12 10:32:42,2024-01-12 10:32:42,2025-11-27 13:39:16
47fa2cd4-0003-444e-9565-ba68bc650773,Ali,Al-Ketbi,alialketbi@stc.com.sa,+966578025967,1983-07-07,M,SA,Madinah,SAR,verified,basic,True,2025-06-27 06:00:26,2025-06-27 06:00:26,2026-01-25 09:38:33
4b980c31-8f1d-4630-a359-4c41888b5cee,Eman,Al-Mazrouei,eman.almazrouei@stc.com.sa,+97475135904,1999-03-30,F,QA,Al Khor,QAR,verified,silver,True,2023-09-27 09:23:08,2023-09-27 09:23:08,2026-01-18 05:00:33
ac65cde9-a601-4603-be95-f9acb1911ecd,Rowena,Bautista,rowenabautista@gmail.com,+97435872986,1967-08-26,F,QA,Mesaieed,QAR,rejected,silver,True,2023-10-21 07:29:47,2023-10-21 07:29:47,2024-10-27 00:34:42
5f4d34e9-715c-4b20-a8ae-d7a2f110b2e8,Anil,Kapoor,anilkapoor@mobily.com.sa,+966531851702,1992-08-03,M,SA,Najran,SAR,verified,basic,True,2025-12-30 07:11:50,2025-12-30 07:11:50,2026-02-14 15:43:58
482a5ff2-2456-473e-8c08-03a57e591ab9,Ana,Mendoza,anamendoza@stc.com.sa,+966584346315,1960-11-06,F,SA,Abha,SAR,verified,silver,True,2023-05-19 06:25:48,2023-05-19 06:25:48,2024-08-24 19:17:52
d080a8c0-52a1-4180-a64e-85559a8751a3,Sneha,Menon,sneha.menon@outlook.sa,+966542800206,1983-02-27,F,SA,Jubail,SAR,verified,gold,True,2023-04-12 22:41:11,2023-04-12 22:41:11,2024-07-14 05:59:16
cec98d02-f827-4b8b-8ff4-cc51aa71232f,Munira,Al-Qahtani,muniraalqahtani@hotmail.com,+201286206305,1980-10-06,F,EG,Mansoura,EGP,verified,basic,False,2024-08-15 02:54:42,2024-08-15 02:54:42,2025-11-10 12:46:01
4e71a9ac-1f04-40d7-a611-a0a0061be13d,Ibrahim,Abdelfattah,ibrahim.abdelfattah@stc.com.sa,+966511191859,1975-04-01,M,SA,Dammam,SAR,verified,basic,False,2025-10-31 20:29:14,2025-10-31 20:29:14,2025-12-13 09:42:01
